nome	ncm	pai
outros leites e cremes, com um teor, em peso, de matérias gordas, não superior a 1 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes	04.01.10.90	04.01.10
leite uht (ultra high temperature), com um teor, em peso, de matérias gordas, superior a 1 %, mas não superior a 6 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes	04.01.20.10	04.01.20
outros leites e cremes, com um teor, em peso, de matérias gordas, superior a 1 %, mas não superior a 6 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes	04.01.20.90	04.01.20
leite contendo matéria gorda > 6%, não concentrado, não adocicado	04.01.30.10	04.01.30
creme de leite, uht, matéria gorda > 6%, não concentrado, não adocicado	04.01.30.21	04.01.30
outros cremes de leite, matéria gorda > 6%, não concentrado, não adocicado	04.01.30.29	04.01.30
leite, com um teor, em peso, de matérias gordas, superior a 6 %, mas não superior a 10 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes	04.01.40.10	04.01.40
creme de leite uht (ultra high temperature), com um teor, em peso, de matérias gordas, superior a 6 %, mas não superior a 10 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes	04.01.40.21	04.01.40
outros cremes de leite, com um teor, em peso, de matérias gordas, superior a 6 %, mas não superior a 10 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes	04.01.40.29	04.01.40
salmão-do-atlantico e salmão-do-danubio, fresco ou refrigerado	03.02.14.00	03.02.14
outros salmonídeos frescos, refrigerados, exceto filés, etc.	03.02.19.00	03.02.19
linguados-gigantes, frescos, refrig. exceto filés, etc.	03.02.21.00	03.02.21
solhas ou patrucas, frescas, refrigeradas, exceto filés, etc.	03.02.22.00	03.02.22
linguados frescos, refrigerados, exceto filés, outras carnes, etc.	03.02.23.00	03.02.23
pregado (psetta maxima), fresco ou refrigerado	03.02.24.00	03.02.24
outros peixes chatos, frescos, refrigerados, exceto filés, etc.	03.02.29.00	03.02.29
outros bovinos para reprodução	01.02.90.19	01.02.90
outros bovinos vivos	01.02.90.90	01.02.90
suínos reprodutores de raça pura	01.03.10.00	01.03.10
outros suínos vivos, de peso inferior a 50 kg	01.03.91.00	01.03.91
outros suínos vivos, de peso igual ou superior a 50kg	01.03.92.00	01.03.92
ovinos reprodutores de raça pura, prenhe/com cria ao pé	01.04.10.11	01.04.10
outros ovinos reprodutores de raça pura	01.04.10.19	01.04.10
outros ovinos vivos	01.04.10.90	01.04.10
caprinos reprodutores de raça pura	01.04.20.10	01.04.20
outros caprinos vivos	01.04.20.90	01.04.20
galos e galinhas, peso <= 185 g, de linha pura/híbrida, para reprodução	01.05.11.10	01.05.11
outros galos e galinhas, vivos, peso não superior a 185g	01.05.11.90	01.05.11
peruas e perus, vivos, de peso não superior a 185g	01.05.12.00	01.05.12
patos	01.05.13.00	01.05.13
gansos	01.05.14.00	01.05.14
galinhas-d'angola (pintadas)	01.05.15.00	01.05.15
patos, gansos e galinhas d'angola, vivos, de peso <= 185g	01.05.19.00	01.05.19
outros galos e galinhas, vivos, de peso <= 2. 000 g	01.05.92.00	01.05.92
galos e galinhas, vivos, de peso superior a 2. 000 g	01.05.93.00	01.05.93
outros galos e galinhas, vivos, de peso <= 2. 000 g	01.05.94.00	01.05.94
patos, gansos, perus, peruas e pintadas, vivos, de peso >185 g	01.05.99.00	01.05.99
outros animais vivos	01.06.00.00	01.06.00
avestruzes (struthio camelus) para reprodução	01.06.00.10	01.06.00
outros animais vivos	01.06.00.90	01.06.00
mamíferos primatas, vivos	01.06.11.00	01.06.11
baleias, golfinhos e botos (mamíferos da ordem dos cetáceos); peixes-boi (manatins) e dugongos (mamíferos da ordem dos sirênios); otárias e focas, leões-marinhos e morsas (mamíferos da subordem dos pinípedes)	01.06.12.00	01.06.12
camelos e outros camelídeos (camelidae), vivos	01.06.13.00	01.06.13
coelhos e lebres, vivos	01.06.14.00	01.06.14
outros mamíferos vivos	01.06.19.00	01.06.19
répteis (incluindo as serpentes e as tartarugas marinhas)	01.06.20.00	01.06.20
aves de rapina	01.06.31.00	01.06.31
psitaciformes (incluindo os papagaios, os periquitos, as araras e as cacatuas)	01.06.32.00	01.06.32
avestruzes (struthio camelus), para reprodução	01.06.33.10	01.06.33
outros avestruzes	01.06.33.90	01.06.33
outras aves vivas	01.06.39.00	01.06.39
avestruzes para reprodução	01.06.39.10	01.06.39
outras aves vivas	01.06.39.90	01.06.39
abelhas	01.06.41.00	01.06.41
outros insetos	01.06.49.00	01.06.49
outros animais vivos	01.06.90.00	01.06.90
carcaças e meias carcaças de bovino, frescas ou refrigeradas	02.01.10.00	02.01.10
quartos dianteiros não desossadados de bovino, frescos/refrigerados	02.01.20.10	02.01.20
quartos traseiros não desossados de bovino, frescos/refrigados	02.01.20.20	02.01.20
outras peças não desossadas de bovino, frescas ou refrigeradas	02.01.20.90	02.01.20
carnes desossadas de bovino, frescas ou refrigeradas	02.01.30.00	02.01.30
carcaças e meias-carcaças de bovino, congeladas	02.02.10.00	02.02.10
quartos dianteiros não desossados de bovino, congelados	02.02.20.10	02.02.20
quartos traseiros não desossados de bovino, congelados	02.02.20.20	02.02.20
outras peças não desossadas de bovino, congeladas	02.02.20.90	02.02.20
carnes desossadas de bovino, congeladas	02.02.30.00	02.02.30
carcaças e meias-carcaças de suíno, frescas ou refrigeradas	02.03.11.00	02.03.11
pernas, pás e respectivos pedaços, não desossados, de suíno, frescos ou refrigerados.	02.03.12.00	02.03.12
outras carnes de suíno, frescas ou refrigeradas	02.03.19.00	02.03.19
carcaças e meias-carcaças de suíno, congeladas	02.03.21.00	02.03.21
pernas, pás e pedaços não desossados de suíno, congelados	02.03.22.00	02.03.22
outras carnes de suíno, congeladas	02.03.29.00	02.03.29
carcaças e meias-carcaças de cordeiro, frescas ou refrigeradas	02.04.10.00	02.04.10
carcaças e meias-carcaças de ovino, frescas ou refrigeradas	02.04.21.00	02.04.21
"tabaco manufaturado ""homogeneizado"" ou ""reconstituído"""	24.03.91.00	24.03.91
extratos e molhos, de tabaco, manufaturados	24.03.99.10	24.03.99
outros produtos de tabaco e seus sucedâneos, manufaturados	24.03.99.90	24.03.99
sal marinho, a granel, sem agregados	25.01.00.11	25.01.00
outros tipos de sal a granel, sem agregados	25.01.00.19	25.01.00
sal de mesa	25.01.00.20	25.01.00
outros tipos de sal, cloreto de sódio puro e água do mar	25.01.00.90	25.01.00
piritas de ferro não ustuladas	25.02.00.00	25.02.00
enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal, a  granel	25.03.00.10	25.03.00
outras formas de enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal	25.03.00.90	25.03.00
grafita natural em pó ou em escamas	25.04.10.00	25.04.10
grafinat natural, em outras formas	25.04.90.00	25.04.90
areias silíciosas e areias quartzosas	25.05.10.00	25.05.10
outras areias naturais de qualquer espécie, mesmo coradas, exceto areias metalíferas do capítulo 26	25.05.90.00	25.05.90
quartzo	25.06.10.00	25.06.10
quartzitos, mesmo desbastados ou simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular	25.06.20.00	25.06.20
quartzitos em bruto ou desbastados	25.06.21.00	25.06.21
outras formas de quartzitos	25.06.29.00	25.06.29
saithes (polachius virens), lings e zarbos (brosme brosme)	03.05.30.20	03.05.30
outros filés de peixes, secos, salgados/salmoura, não defumado	03.05.30.90	03.05.30
filés de peixes, secos, salgados, em salmoura, não defumados	03.05.31.00	03.05.31
filés de bacalhau, secos, salgados, em salmoura, não defumado	03.05.32.10	03.05.32
filés de saithe, secos, salgados, em salmoura, não defumados	03.05.32.20	03.05.32
outros filés de peixes, secos, salgados/salmoura, não defumado	03.05.32.90	03.05.32
filés de ling e zarbo, secos, salgados, em salmoura, não defumado	03.05.39.10	03.05.39
filés de outros peixes, secos, salgados, em salmoura, não defumado	03.05.39.90	03.05.39
salmões-do-pacífico, do atlântico e do danúbio, defumados	03.05.41.00	03.05.41
arenques defumados, mesmo em filés	03.05.42.00	03.05.42
truta defumada, mesmo em filés	03.05.43.00	03.05.43
lagosta norueguesa (nephrops norvegicus), não congelada	03.06.25.00	03.06.25
camarões de água fria (pandalus spp. , crangon crangon), não congelados	03.06.26.00	03.06.26
outros camarões, não congelados	03.06.27.00	03.06.27
outros crustáceos não congelados, inclusive farinhas para alimentação humana	03.06.29.00	03.06.29
lagostas de água doce não congeladas	03.06.29.10	03.06.29
outros crustáceos não congelados, inclusive farinhas, para alimentação humana	03.06.29.90	03.06.29
ostras vivas, frescas, refrigeradas, congeladas, secas, etc.	03.07.10.00	03.07.10
ostras vivas, frescas ou refrigeradas	03.07.11.00	03.07.11
outras ostras vivas	03.07.19.00	03.07.19
vieiras e outros mariscos dos gêneros pecten, chlamys ou placopecten, vivos, frescos ou refrigerados	03.07.21.00	03.07.21
vieiras e outros mariscos dos gêneros pecten, chlamys ou placopecten, congelados, secos, etc	03.07.29.00	03.07.29
mexilhões (mytilus spp. , perna spp. ), vivos, frescos, refrigerados	03.07.31.00	03.07.31
mexilhões (mytilus spp. , perna spp. ), congelados, secos, salgados, etc	03.07.39.00	03.07.39
sépias (sepia officinalis, rossia macrosoma, sepiola spp. ); lulas (ommastrephes spp. , loligo spp. , nototodarus spp. , sepioteuthis spp. ), vivos, frescos, refrigerados	03.07.41.00	03.07.41
lulas (ommastrephes spp. , loligo spp. , nototodarus spp. , sepioteuthis spp. ), congelados	03.07.49.11	03.07.49
sépias (sepia officinalis, rossia macrosoma, sepiola spp. ), congeladas	03.07.49.19	03.07.49
sibas, sepiolas, potas e lulas, secos, salgados, em salmoura	03.07.49.20	03.07.49
sépias e lulas, em outras formas	03.07.49.90	03.07.49
polvos (octopus spp) vivos, frescos ou refrigerados	03.07.51.00	03.07.51
polvos (octopus spp), congelados	03.07.59.10	03.07.59
polvos (octopus spp) secos, salgados ou em salmoura	03.07.59.20	03.07.59
polvos, em outras formas	03.07.59.90	03.07.59
caracóis, exceto os do mar, vivos, frescos, refrigerados, etc.	03.07.60.00	03.07.60
ameijoas, berbigões e arcas (famílias arcidae, arcticidae, cardiidae, donacidae, hiatellidae, mactridae, mesodesmatidae, myidae, semelidae, solecurtidae, solenidae, tridacnidae e veneridae), vivos, frescos ou refrigerados	03.07.71.00	03.07.71
ameijoas, berbigões e arcas (famílias arcidae, arcticidae, cardiidae, donacidae, hiatellidae, mactridae, mesodesmatidae, myidae, semelidae, solecurtidae, solenidae, tridacnidae e veneridae), em outras formas	03.07.79.00	03.07.79
abalones (haliotis spp. ), vivos, frescos ou refrigerados	03.07.81.00	03.07.81
abalones (haliotis spp), em outras formas	03.07.89.00	03.07.89
outros moluscos, invertebrados aquáticos, vivos, frescos, refrigerados	03.07.91.00	03.07.91
outros moluscos, invertebrados aquáticos, congelados, secos	03.07.99.00	03.07.99
pepinos-do-mar (stichopus japonicus, holothurioidea), vivos, frescos ou refrigerados	03.08.11.00	03.08.11
pepinos-do-mar (stichopus japonicus, holothurioidea), em outras formas	03.08.19.00	03.08.19
ouriços-do-mar (strongylocentrotus spp. , paracentrotus lividus, loxechinus albus, echichinus esculentus), vivos, frescos ou refrigerados	03.08.21.00	03.08.21
ouriços-do-mar (strongylocentrotus spp. , paracentrotus lividus, loxechinus albus, echichinus esculentus), em outras formas	03.08.29.00	03.08.29
medusas (águas-vivas) (rhopilema spp. )	03.08.30.00	03.08.30
outros invertebrados aquáticos, exceto crustáceos e moluscos, congelado, seco, etc	03.08.90.00	03.08.90
tilápia, bagre, carpa, enguia, defumados, mesmo em filés	03.05.44.00	03.05.44
bacalhaus (gadus) defumados, mesmo em filés	03.05.49.10	03.05.49
saithes (polachius virens), lings e zarbos (brosme brosme)	03.05.49.20	03.05.49
outros peixes defumados, mesmo em filés	03.05.49.90	03.05.49
bacalhaus (gadus) secos, mesmo salgados, mas não defumados	03.05.51.00	03.05.51
bacalhaus polares, lings, zarbos, etc, secos, não defumados	03.05.59.10	03.05.59
nozes de cola (cola spp. ), frescas ou secas	08.02.70.00	08.02.70
nozes de areca (nozes de bétele), frescas ou secas	08.02.80.00	08.02.80
outras frutas de casca rija, frescas ou secas	08.02.90.00	08.02.90
bananas frescas ou secas	08.03.00.00	08.03.00
bananas-da-terra, frescas ou secas	08.03.10.00	08.03.10
bananas frescas ou secas, exceto bananas-da-terra	08.03.90.00	08.03.90
tâmaras frescas	08.04.10.10	08.04.10
alcachofras, frescas ou refrigeradas	07.09.91.00	07.09.91
azeitonas, frescas ou refrigeradas	07.09.92.00	07.09.92
abóboras, abobrinhas e cabaças, fresca ou refrigerada	07.09.93.00	07.09.93
milho doce, frescos ou refrigerados, para semeadura	07.09.99.11	07.09.99
milho doce, frescos ou refrigerados, exceto para semeadura	07.09.99.19	07.09.99
outros produtos hortícolas, frescos ou refrigerados	07.09.99.90	07.09.99
batatas, não cozidas ou cozidas em água ou vapor, congeladas	07.10.10.00	07.10.10
ervilhas, não cozidas ou cozidas em água ou vapor, congeladas	07.10.21.00	07.10.21
feijões (vigna spp. , phaseolus spp. ), não cozidos ou cozidos em água ou vapor, congelados.	07.10.22.00	07.10.22
outros legumes de vagem, não cozidos ou cozidos em água ou vapor, congelados	07.10.29.00	07.10.29
espinafres, espinafres-da-nova-zelândia e espinafres gigantes, não cozidos ou cozidos em água ou vapor, congelados	07.10.30.00	07.10.30
milho doce congelado, não cozidos ou cozidos em água ou vapor, congelados	07.10.40.00	07.10.40
sementes de cominho, trituradas ou em pó	09.09.32.00	09.09.32
sementes de alcaravia	09.09.40.00	09.09.40
sementes de funcho e bagas de zimbro	09.09.50.00	09.09.50
sementes de anis (erva-doce), não trituradas nem em pó	09.09.61.10	09.09.61
sementes de badiana (anis-estrelado), não triturado nem em pó	09.09.61.20	09.09.61
outras sementes, não trituradas nem em pó	09.09.61.90	09.09.61
sementes de anis (erva-doce), trituradas ou em pó	09.09.62.10	09.09.62
sementes de badiana (anis-estrelado), trituradas ou em pó	09.09.62.20	09.09.62
outras sementes, trituradas ou em pó	09.09.62.90	09.09.62
gengibre	09.10.10.00	09.10.10
gengibre, não triturado nem em pó	09.10.11.00	09.10.11
gengibre, triturado ou em pó	09.10.12.00	09.10.12
açafrão	09.10.20.00	09.10.20
açafrão-da-terra (curcuma)	09.10.30.00	09.10.30
tomilho e louro	09.10.40.00	09.10.40
caril	09.10.50.00	09.10.50
misturas de especiarias	09.10.91.00	09.10.91
outras especiarias	09.10.99.00	09.10.99
trigo duro para semeadura	10.01.10.10	10.01.10
trigo duro, exceto para semeadura	10.01.10.90	10.01.10
trigo duro, para semeadura	10.01.11.00	10.01.11
trigo duro, exceto para semeadura	10.01.19.00	10.01.19
trigo (exceto trigo duro) para semeadura	10.01.90.10	10.01.90
trigo (exceto trigo duro ou para semeadura), e trigo com centeio	10.01.90.90	10.01.90
outrros trigos e misturas de trigo com centeio, para semeadura	10.01.91.00	10.01.91
outros trigos e misturas de trigo com centeio, exceto para semeadura	10.01.99.00	10.01.99
centeio para semeadura	10.02.00.10	10.02.00
preparações e conservas de outros peixes, inteiros, em pedaços	16.04.19.00	16.04.19
outras preparações e conservas, de atuns	16.04.20.10	16.04.20
outras preparações e conservas, de bonitos-listrados	16.04.20.20	16.04.20
outras preparações e conservas, de sardinhas, sardinelas, etc.	16.04.20.30	16.04.20
outras preparações e conservas, de outros peixes	16.04.20.90	16.04.20
caviar e seus sucedâneos	16.04.30.00	16.04.30
caviar	16.04.31.00	16.04.31
sucedâneos de caviar	16.04.32.00	16.04.32
preparações e conservas, de caranguejos	16.05.10.00	16.05.10
preparações e conservas, de camarões	16.05.20.00	16.05.20
preparações e conservas de camarões, não acondicionados em recipientes hermeticamente fechados	16.05.21.00	16.05.21
preparações e conservas de camarões, exceto não acondicionadas em recipientes hermeticamente fechados	16.05.29.00	16.05.29
preparações e conservas, de lavagantes	16.05.30.00	16.05.30
preparações e conservas, de outros crustáceos	16.05.40.00	16.05.40
preparações e conservas, de ostras	16.05.51.00	16.05.51
preparações e conservas, de vieiras e outros mariscos	16.05.52.00	16.05.52
preparações e conservas, de mexilhões	16.05.53.00	16.05.53
preparações e conservas, sépias e lulas	16.05.54.00	16.05.54
preparações e conservas, de polvos	16.05.55.00	16.05.55
preparações e conservas, de ameijoas, berbigões e arcas	16.05.56.00	16.05.56
preparações e conservas, de abalones	16.05.57.00	16.05.57
preparações e conservas, de caracóis (exceto os do mar)	16.05.58.00	16.05.58
preparações e conservas, de outros moluscos	16.05.59.00	16.05.59
preparações e conservas, de pepinos-do-mar	16.05.61.00	16.05.61
preparações e conservas, de ouriços-do-mar	16.05.62.00	16.05.62
outros tomates preparados ou conservados, exceto em vinagre ou em ácido acético	20.02.90.90	20.02.90
cogumelos do gênero agaricus, preparados ou conservados, exceto em vinagre ou em ácido acético	20.03.10.00	20.03.10
